CLIENTNUM,First_Name,Last_Name,Email,Phone_Number,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
806189658,Amanda,Torres,amanda.torres@protonmail.com,+1-619-408-2560,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780.0,893,887.0,0.609,4630,73,0.587,0.502
789070233,Sandra,Wright,sandrawright@protonmail.com,+1-404-996-9685,Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987.0,1764,1223.0,0.686,4339,72,0.6,0.591
712013808,Diane,Stewart,diane.stewart99@msn.com,+1-213-372-5349,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717.0,1720,997.0,0.869,4196,71,0.614,0.633
708602283,Virginia,Gonzalez,virginia_gonzalez@outlook.com,+1-512-899-2700,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887.0,0,2887.0,0.581,3941,82,1.158,0.0
809452383,Debra,Walker,debra.walker33@outlook.com,+1-619-921-8439,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3,0,1438.3,0.707,4733,89,0.816,0.0
714413283,Peter,Martin,petermartin@yahoo.com,+1-650-591-3633,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879.0,860,10019.0,0.974,4629,69,0.725,0.079
712407783,Olivia,Thomas,othomas@aol.com,+1-404-536-5157,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653
720062508,Nicole,Parker,nicole.parker71@outlook.com,+1-469-701-1151,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628.0,0,1628.0,0.876,2527,41,0.64,0.0
717878883,Jennifer,Lewis,jennifer.lewis@icloud.com,+1-310-852-3064,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3,0,1438.3,0.678,4463,71,0.821,0.0
714013983,Susan,Garcia,susan.garcia@protonmail.com,+1-704-203-8195,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586.0,0,1586.0,0.497,2109,41,0.414,0.0
753208833,Betty,Ramirez,betty.ramirez@mail.com,+1-404-843-6256,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311.0,1320,991.0,0.658,3967,71,0.69,0.571
721241583,Carol,Nguyen,carol509@protonmail.com,+1-713-940-8484,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109.0,1205,904.0,0.514,2935,60,0.935,0.571
713695158,Emma,White,ewhite@live.com,+1-404-579-1971,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562.0,1057,505.0,0.807,5019,78,0.696,0.677
711540108,Mary,Moore,mary251@aol.com,+1-312-973-4043,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3,0,1438.3,0.676,2316,48,0.5,0.0
823878408,Raymond,Davis,raymond_davis@hotmail.com,+1-720-995-4752,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981.0,757,2224.0,0.764,4824,76,0.81,0.254
779533983,Frank,Torres,frank784@icloud.com,+1-415-734-2122,Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137
713583408,Kimberly,Clark,kimberly.clark@live.com,+1-786-995-9563,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708.0,920,3788.0,0.544,2179,50,1.273,0.195
714037308,Nicholas,Parker,nicholasp@protonmail.com,+1-720-653-1758,Existing Customer,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210.0,1002,1208.0,0.938,4798,86,0.654,0.453
715581633,Betty,Hall,betty737@mail.com,+1-619-280-7252,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972.0,0,1972.0,0.761,5085,73,0.587,0.0
795684783,Jack,Collins,jack_collins@icloud.com,+1-720-936-4200,Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384.0,1596,788.0,0.831,3149,59,0.903,0.669
718645308,Gary,Nelson,gnelson@mail.com,+1-312-657-6561,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311.0,1222,1089.0,0.674,4730,89,0.745,0.529
717870108,Angela,Martin,amartin@yahoo.com,+1-702-632-3160,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912.0,1172,740.0,0.827,4841,81,0.884,0.613
815515158,Susan,Rivera,susan978@aol.com,+1-310-374-4973,Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147.0,1402,745.0,0.612,4240,69,0.683,0.653
713957283,Samantha,Brown,sbrown@gmail.com,+1-202-598-2963,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214.0,0,3214.0,0.435,2119,44,0.517,0.0
715058433,Donna,Ramirez,donnar@gmail.com,+1-212-522-8468,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006.0,879,2127.0,0.759,5125,87,0.74,0.292
794771208,Raymond,Stewart,raymond.stewart59@yahoo.com,+1-720-447-6031,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735.0,1942,793.0,0.582,3724,66,0.692,0.71
720180633,James,Evans,james.evans82@yahoo.com,+1-404-239-9287,Existing Customer,50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390.0,2385,1005.0,0.656,4128,73,0.698,0.704
815539233,Steven,Thompson,steven.thompson@msn.com,+1-704-854-1399,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,0.006
778933983,Amy,Lewis,amylewis@yahoo.com,+1-310-675-6924,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249.0,2012,9237.0,0.659,3882,55,0.964,0.179
717960033,Rachel,King,rachel_king@mail.com,+1-786-746-8120,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484.0,1495,989.0,0.922,4084,86,0.536,0.602
825368658,Susan,Jackson,susan.jackson27@protonmail.com,+1-214-790-7757,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932.0,1664,1268.0,0.612,4795,82,0.708,0.568
721154208,Donna,Hernandez,donna355@aol.com,+1-202-987-5806,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882.0,2081,801.0,0.644,4933,103,0.661,0.722
718572408,Brenda,Cook,brenda.cook@live.com,+1-512-746-4687,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658.0,694,1964.0,0.722,4774,92,0.769,0.261
749571633,Samantha,Martin,samantha.martin45@icloud.com,+1-202-251-4573,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589.0,1336,4253.0,0.944,4262,75,1.027,0.239
713914683,Katherine,Gonzalez,kgonzalez@outlook.com,+1-713-558-8283,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484.0,885,599.0,0.951,4819,74,0.805,0.596
713301633,Amanda,Martinez,amartinez@msn.com,+1-713-987-8995,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678.0,1162,516.0,0.722,4402,87,0.851,0.692
711399408,Barbara,Clark,bclark@gmail.com,+1-415-889-5083,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373.0,0,12373.0,0.71,2462,40,0.429,0.0
711494208,Peter,Scott,peter_scott@mail.com,+1-713-395-5776,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846.0,1606,1240.0,0.697,5092,86,0.792,0.564
711716133,Janet,Phillips,jphillips@gmail.com,+1-212-506-2074,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585.0,1381,204.0,0.706,2360,40,0.379,0.871
713906508,Jessica,Harris,jessica.harris66@gmail.com,+1-312-885-6514,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837.0,834,2003.0,0.427,3892,69,0.408,0.294
708768258,Helen,Cook,helen.cook71@mail.com,+1-512-717-6172,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066.0,1077,989.0,0.715,4678,91,0.655,0.521
719538183,Christopher,Adams,cadams@gmail.com,+1-617-661-6152,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789.0,0,20789.0,0.82,4105,67,0.718,0.0
718957083,Sarah,Cook,sarahcook@aol.com,+1-650-306-4563,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449.0,0,1449.0,0.785,4797,88,0.913,0.0
720872433,Maria,Adams,maria.adams85@aol.com,+1-214-853-7639,Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911.0,0,3911.0,0.897,2867,42,0.556,0.0
779403558,Patricia,Lewis,patricia.lewis27@gmail.com,+1-212-275-1058,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737.0,0,1737.0,0.653,4611,73,0.973,0.0
788994783,Rachel,Jones,rachel_jones@msn.com,+1-310-644-2296,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815.0,557,1258.0,0.672,4519,76,0.854,0.307
715530258,Sharon,Green,sharong@gmail.com,+1-818-527-9109,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848.0,2517,2331.0,0.651,2353,53,0.828,0.519
803380383,Debra,Johnson,debraj@icloud.com,+1-832-264-6833,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592.0,925,667.0,0.804,4615,90,0.667,0.581
716766033,Susan,Young,susan702@mail.com,+1-720-505-2562,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768.0,1242,526.0,0.776,4439,65,0.806,0.702
757300008,Carol,Williams,carol.williams86@msn.com,+1-617-975-7940,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128.0,2344,5784.0,0.788,4251,80,1.051,0.288
810986883,Sandra,Flores,sandra_flores@yahoo.com,+1-213-658-5849,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557.0,1898,659.0,0.772,4808,83,0.694,0.742
819200133,Charles,Thomas,charles_thomas@protonmail.com,+1-214-586-6505,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991.0,642,2349.0,0.76,4646,62,0.55,0.215
710410158,Tyler,Williams,tyler.williams15@mail.com,+1-786-738-6949,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516.0,0,34516.0,0.482,1592,35,0.346,0.0
714488433,Jacob,King,jacob.king@hotmail.com,+1-704-479-8551,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099.0,2517,16582.0,0.628,4837,77,0.75,0.132
714267858,Karen,Young,kyoung@aol.com,+1-469-241-6929,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369
827062158,Andrew,Martinez,andrew.martinez@icloud.com,+1-312-794-7372,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981.0,1696,21285.0,0.466,4192,66,0.571,0.074
710669733,Karen,Hernandez,karen.hernandez52@hotmail.com,+1-310-609-4827,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833
716498883,Samuel,Johnson,samuel86@live.com,+1-202-421-4648,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067.0,685,21382.0,0.605,3577,64,0.882,0.031
780529908,Melissa,Wright,melissa.wright@outlook.com,+1-786-210-9174,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023.0,1331,692.0,0.624,5098,79,0.681,0.658
714028083,Rachel,Sanchez,rsanchez@protonmail.com,+1-619-544-5143,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222.0,0,2222.0,0.769,4095,65,0.912,0.0
714572208,Nathan,Clark,nathan_clark@live.com,+1-702-599-1547,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438.3,788,650.3,0.741,4297,65,0.585,0.548
708976908,Larry,Lewis,llewis@msn.com,+1-818-551-8236,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0,8958.0,0.483,2131,43,0.387,0.0
721409358,Kimberly,Gonzalez,kimberlygonzalez@msn.com,+1-212-648-8634,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937.0,733,1204.0,0.826,4547,73,0.973,0.378
809311758,Jeffrey,Hall,jeffreyhall@msn.com,+1-818-900-1009,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219.0,1503,23716.0,0.944,4429,87,0.642,0.06
712602708,Adam,Hall,adam58@aol.com,+1-619-281-8110,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0
789087858,Maria,Smith,maria.smith77@msn.com,+1-404-851-6508,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361.0,2473,888.0,0.895,4589,69,1.029,0.736
711264033,Paul,Jones,paul.jones@yahoo.com,+1-786-645-9563,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786.0,1516,3270.0,0.94,4973,74,0.85,0.317
770180808,Patricia,Carter,patricia.carter24@yahoo.com,+1-720-813-2394,Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3,0,1438.3,0.919,5001,91,0.625,0.0
789271533,Barbara,Mitchell,barbara115@icloud.com,+1-469-510-2176,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,908,530.3,0.615,4653,74,0.897,0.631
720152058,Dorothy,Cook,dorothy.cook@outlook.com,+1-619-867-5431,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725.0,2444,281.0,0.959,4965,85,0.809,0.897
826490133,Amy,Miller,amy.miller@yahoo.com,+1-214-720-8397,Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159
717966933,Brenda,Hill,brenda894@hotmail.com,+1-704-701-6900,Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467.0,1446,1021.0,0.73,5024,81,0.62,0.586
808669083,Rebecca,Jones,rebecca341@protonmail.com,+1-619-562-7996,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0.0
771422883,Emma,Johnson,emma751@icloud.com,+1-818-208-4511,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759.0,186,1573.0,0.756,2705,35,0.522,0.106
717570258,Brian,Jones,brianjones@yahoo.com,+1-720-234-7664,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206.0,1722,484.0,0.973,4455,67,0.763,0.781
708703308,Rachel,Roberts,rachelroberts@live.com,+1-702-452-9528,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045.0,1707,338.0,0.577,2183,39,0.696,0.835
789508758,Linda,Jones,linda.jones90@hotmail.com,+1-786-916-1453,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170.0,641,3529.0,0.815,3669,67,0.595,0.154
780653208,Shirley,Mitchell,shirley_mitchell@icloud.com,+1-404-457-9312,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300.0,2517,783.0,0.94,3784,55,1.115,0.763
709077933,Sarah,Hernandez,sarah.hernandez@icloud.com,+1-617-671-5467,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422.0,682,4740.0,0.892,4460,62,0.676,0.126
715200783,Nicole,Thomas,nicolet@icloud.com,+1-832-366-7722,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015.0,807,1208.0,0.831,5209,76,0.767,0.4
710526633,Jason,Robinson,jason891@mail.com,+1-469-979-5164,Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048.0,1599,449.0,0.613,4855,88,0.872,0.781
714186108,Amanda,Phillips,amanda.phillips@icloud.com,+1-720-817-2116,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152.0,1682,470.0,1.051,4126,71,0.972,0.782
820047858,Kimberly,Phillips,kimberlyphillips@outlook.com,+1-214-986-5998,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017.0,1868,1149.0,0.722,2096,50,0.471,0.619
708894183,Daniel,Young,daniel.young@gmail.com,+1-212-583-7472,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516.0,1073,33443.0,0.558,4485,86,0.755,0.031
708186933,William,Garcia,wgarcia@protonmail.com,+1-832-725-6985,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819.0,725,1094.0,0.737,2254,45,0.406,0.399
778937583,Christine,Hernandez,christineh@icloud.com,+1-818-271-9171,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228.0,1449,779.0,0.61,4382,83,0.694,0.65
708498033,Stephanie,Miller,stephanie.miller@hotmail.com,+1-310-911-7607,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279.0,1837,442.0,0.853,2789,52,0.677,0.806
815315058,Pamela,Flores,pamela.flores@yahoo.com,+1-469-344-9276,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0.0
751607058,Mark,Sanchez,mark.sanchez@msn.com,+1-704-312-1117,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686.0,0,1686.0,0.812,4413,77,0.75,0.0
718194858,Dorothy,Murphy,dorothy.murphy@aol.com,+1-202-368-7798,Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942.0,1488,454.0,0.816,4940,88,0.796,0.766
827123883,Kyle,Nelson,kylenelson@yahoo.com,+1-404-281-8479,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858.0,0,3858.0,0.67,4472,92,0.614,0.0
711473058,Stephen,Nguyen,stephen692@icloud.com,+1-512-302-1881,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651.0,1368,10283.0,0.563,3870,64,0.561,0.117
715197633,Jose,Harris,jose.harris42@outlook.com,+1-617-492-1756,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449.0,1914,7535.0,0.87,4658,93,0.722,0.203
713512308,Katherine,Green,katherine458@msn.com,+1-512-510-3942,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423.0,0,3423.0,0.505,2229,45,0.406,0.0
790023408,Jessica,Robinson,jessica_robinson@aol.com,+1-310-288-1007,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915.0,2422,493.0,0.576,4037,83,0.766,0.831
720403008,Kathleen,King,kathleenk@aol.com,+1-713-702-6873,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486.0,0,11486.0,0.383,4918,79,0.549,0.0
709581483,Angela,Mitchell,angela.mitchell97@gmail.com,+1-619-970-5449,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,2517,467.0,0.574,2373,53,0.359,0.843
711201108,Cynthia,Murphy,cynthia807@protonmail.com,+1-415-548-4805,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653.0,0,1653.0,0.517,2284,35,0.296,0.0
708784083,Stephanie,Sanchez,stephanie.sanchez85@outlook.com,+1-702-505-6513,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723.0,1588,1135.0,0.852,4307,83,0.844,0.583
712838358,Kimberly,Ramirez,kimberly109@yahoo.com,+1-512-664-4187,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438.3,0,1438.3,0.553,4702,84,0.714,0.0
714887808,Margaret,Campbell,margaret.campbell@icloud.com,+1-832-454-9794,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818.0,0,1818.0,0.758,2279,50,0.724,0.0
716581983,Christine,Hill,christinehill@msn.com,+1-212-510-2911,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384.0,929,3455.0,0.678,4792,91,0.75,0.212
716930133,Lisa,Cook,lisa.cook31@protonmail.com,+1-213-231-9317,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824.0,0,1824.0,0.797,4594,86,0.654,0.0
808981608,Margaret,Flores,mflores@gmail.com,+1-312-762-5311,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452.0,540,4912.0,0.539,4220,66,0.737,0.099
709714008,Amy,Rodriguez,amy.rodriguez@live.com,+1-704-244-6985,Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248.0,0,9248.0,0.613,2325,45,0.552,0.0
811942983,Aaron,Moore,amoore@aol.com,+1-213-711-1572,Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627.0,1756,15871.0,0.757,4836,74,0.721,0.1
715565058,Nancy,King,nancy311@live.com,+1-619-992-8748,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438.3,0,1438.3,0.469,4479,70,0.628,0.0
714519408,Pamela,Adams,padams@mail.com,+1-818-921-8612,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357.0,2139,3218.0,0.499,1979,48,0.655,0.399
719153433,Katherine,Jones,katherine.jones@aol.com,+1-512-239-6960,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542.0,850,1692.0,0.723,4972,79,0.717,0.334
809127858,Samantha,Perez,samantha.perez@gmail.com,+1-214-987-6258,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275.0,1219,1056.0,0.639,4807,72,0.6,0.536
712740108,Cynthia,Scott,cynthia_scott@gmail.com,+1-713-671-4158,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706.0,0,1706.0,0.601,2371,45,0.5,0.0
720251358,Brenda,Martin,brendamartin@protonmail.com,+1-818-730-8654,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591.0,2517,1074.0,0.665,2313,43,0.536,0.701
713935533,Henry,Perez,hperez@icloud.com,+1-617-988-9032,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,1,3,19360.0,870,18490.0,0.532,3966,78,0.902,0.045
710243208,Catherine,Murphy,catherinemurphy@gmail.com,+1-704-434-8542,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,3,2,1707.0,0,1707.0,0.683,4846,80,0.569,0.0
708870408,Frank,Perez,frankperez@hotmail.com,+1-213-810-2282,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844.0,2079,1765.0,0.755,4271,56,0.806,0.541
795844983,Margaret,Moore,margaret726@yahoo.com,+1-212-269-1804,Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,6,4,1,2851.0,0,2851.0,0.482,3916,64,0.829,0.0
828294933,Debra,Cook,debra499@yahoo.com,+1-832-397-3319,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951.0,2437,514.0,0.765,2519,36,0.565,0.826
713531808,Linda,Hernandez,linda490@gmail.com,+1-214-496-2142,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438.3,0,1438.3,0.813,4475,74,0.644,0.0
712307283,Gary,Sanchez,gary329@live.com,+1-202-977-1065,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090.0,2517,6573.0,0.661,2239,43,0.72,0.277
715778358,Joseph,Jackson,joseph_jackson@msn.com,+1-702-881-4317,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,34516.0,797,33719.0,1.133,3643,59,1.034,0.023
778910883,Dennis,Flores,dennis.flores@outlook.com,+1-704-299-6004,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837.0,875,962.0,0.58,2169,43,0.654,0.476
710637183,Olivia,King,oliviak@live.com,+1-650-937-3281,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,3,3,2300.0,1906,394.0,0.803,4538,71,0.868,0.829
712781883,Carol,White,carolwhite@protonmail.com,+1-720-320-4167,Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611.0,537,2074.0,0.848,5121,83,0.804,0.206
709664658,Aaron,Parker,aparker@live.com,+1-404-784-7520,Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,3,2,22863.0,927,21936.0,0.569,4071,69,0.725,0.041
717574683,Amy,Williams,amy_williams@yahoo.com,+1-213-623-1863,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46,6,3,1,2192.0,1146,1046.0,0.622,4756,85,0.735,0.523
771497283,Kathleen,Hall,kathleen.hall@aol.com,+1-617-433-2154,Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,6,3,2917.0,1310,1607.0,0.757,4736,79,0.795,0.449
714991608,Laura,Hernandez,laura.hernandez@mail.com,+1-512-254-5710,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,3,3,2,1438.3,913,525.3,0.981,4300,68,0.619,0.635
779848383,Melissa,Anderson,melissa786@aol.com,+1-415-961-6993,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784.0,577,1207.0,0.542,2348,47,0.516,0.323
715495308,Amy,Thomas,athomas@aol.com,+1-212-958-3447,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,4,1,8919.0,2231,6688.0,0.562,3923,73,1.028,0.25
712431183,Nicole,Thompson,nicole_thompson@hotmail.com,+1-702-364-4389,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164.0,0,2164.0,0.688,5282,80,0.818,0.0
714895608,Debra,Perez,debra_perez@protonmail.com,+1-786-265-5046,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,38,4,4,3,2792.0,1375,1417.0,0.854,4364,62,0.879,0.492
